MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
18.2,26.8,0.2,NE,41,W,E,11,28,84,70,1003.9,1000.5,22.2,25.3,No,No
16.2,25.4,0,WSW,39,WNW,E,9,17,67,59,1018.3,1015,21,23.7,No,No
14.6,24.3,14,S,57,SSW,S,17,35,54,47,1012.9,1011,19,22.1,Yes,No
11.2,19,18.4,ESE,31,W,SE,15,17,90,65,1032,1028.2,12.5,17.7,Yes,No
15.4,21.2,1.8,SSE,39,SSE,ESE,11,19,59,50,1018.9,1019.1,19,20.7,Yes,No
11,18.6,1,NA,0,W,S,19,4,86,76,1030.2,1029.1,12.7,17.6,No,No
17.5,24.7,0,NE,56,NNE,NE,17,26,60,58,1025.3,1022,22.8,24.1,No,No
12.3,20.1,0.4,NNW,67,NNW,NW,28,39,42,40,999.1,998.3,16.1,17.3,No,No
18.4,25.2,0.2,NA,0,NNW,WSW,24,17,62,47,1001.8,1003.8,22.1,22.8,No,No
8.5,17.7,0,S,44,W,SW,26,17,65,56,1009.5,1008.3,11,15.7,No,No
10.9,21.1,0,ESE,41,W,ESE,17,22,49,65,1017.4,1017,15.6,17.5,No,No
13.6,22.1,3.4,WSW,41,W,SE,15,15,74,75,1006.7,1006.1,15.5,16.3,Yes,Yes
12.8,27.1,0,NA,0,W,WNW,9,7,60,38,1014.5,0,18.7,26.5,No,No
18.9,25.8,0.2,ENE,43,E,E,17,26,71,60,1013.7,1012.2,22.2,24.6,No,Yes
11,21.3,0,NE,43,W,NE,11,20,66,67,1023.1,1015.7,15.8,19.6,No,No
16.9,24.8,1.8,WSW,67,WNW,WSW,13,41,55,43,0,1003.9,20.2,18.1,Yes,No
14,23.9,0,WSW,44,WSW,ESE,28,26,34,42,1020.9,1019.1,17.2,21.6,No,No
9.1,17.4,14.2,NA,0,WNW,NE,11,15,78,48,1031.9,1028.9,11.3,16.8,Yes,No
17.6,31.3,0,NA,0,ENE,WNW,2,24,29,21,1009.1,1004.6,24.9,30.8,No,No
17.9,21,5,SSW,54,SW,SSW,26,22,76,74,1011.1,1011.9,19.1,20,Yes,Yes
21.9,32.8,0,NNE,44,NE,E,7,17,62,45,1012.4,1009.3,26.1,32.2,No,No
16.1,21.9,0,SSE,54,S,SSE,28,26,44,38,1015.2,1015.5,18.1,20.3,No,Yes
9.1,20.3,0,S,41,WNW,SSE,13,22,50,41,1024.5,1023.7,15.4,19.4,No,No
19.3,25.4,0,ENE,43,E,ENE,2,24,89,57,1012.8,1009.9,19.8,24.6,No,No
10.3,18.4,4.6,S,50,WSW,S,17,28,76,50,1023,1021.3,13.3,17.5,Yes,No
11.8,18.6,0,WNW,56,NW,WNW,20,28,50,42,1010.2,1008.5,14.8,17.4,No,No
14.8,25.7,0,NA,0,NNW,NE,20,15,51,59,1008.9,998.9,16.6,20.4,No,No
21.8,29.4,8,SE,41,S,ESE,17,20,79,58,1007.1,1004.9,22.9,28.8,Yes,Yes
21,28.3,0,ENE,44,E,NE,7,26,71,57,1021.6,1018.8,24.5,26.8,No,No
12.8,26.4,0,NW,33,W,WNW,11,20,61,27,1012.6,1006.4,16,25.8,No,No
13.1,17.3,23.8,ESE,61,SE,ESE,31,20,90,92,1018.6,1020.3,14.2,13.2,Yes,Yes
18.3,28.3,0,NE,46,W,NE,7,26,72,52,1014.5,1010.9,21.5,26.3,No,No
19,27.5,0,NNE,46,E,ENE,15,30,58,53,1016.8,1014,24.5,27.1,No,No
11.1,24.9,0.2,W,54,W,W,9,15,62,32,1018.3,1013.3,17.4,22.7,No,No
18.3,26.6,0,NNE,52,NE,ENE,17,26,59,60,1016.7,1014.1,24.4,24.8,No,No
10.4,18,5.6,NA,0,W,E,15,4,86,68,1019.7,1015.7,12.1,17.8,Yes,No
14,22.8,0.2,NE,35,NNW,ENE,13,22,53,58,1019.5,1015.5,20.2,21.9,No,No
19.8,33.6,0,NA,0,E,NE,6,20,55,38,1015.2,1010.8,23.7,29.8,No,No
17.9,21.3,0,NA,0,ESE,E,9,17,67,63,1024.9,1022.6,18.5,20,No,No
19.8,24.4,0.2,ENE,43,NNE,E,17,24,70,74,1017.3,1014.7,23.7,23.2,No,No
19,24.9,0,NA,0,ENE,0,13,0,61,65,1019.3,1016,23.4,24.2,No,No
17.6,24.6,0,SSW,31,N,E,2,19,76,64,1024.7,1021.5,19.6,23.1,No,No
18.6,24.3,7.4,ESE,46,ESE,ESE,20,13,59,54,1023.2,1024.1,21.9,22.5,Yes,No
15.9,23.6,0,NA,0,NNE,NE,17,26,58,64,1012.7,1008.9,21.8,22.7,No,No
13,24.1,0,W,39,WSW,E,20,20,34,32,1014.6,1013,19.1,21.6,No,No
21.3,36.5,0,NA,0,NNW,NW,28,24,35,31,1003.9,998.2,29.1,32.4,0,Yes
18.8,24.2,0,ENE,43,E,ENE,9,24,47,49,1015.3,1011.7,22.1,23.4,No,No
9.7,24.4,0.2,W,28,W,E,19,17,55,33,1022.9,1019.6,13.6,21.4,No,No
13.1,22.7,0,NA,0,W,ESE,13,20,71,55,1027.2,1024.6,17.7,22.1,No,Yes
20.4,27.2,4.4,ENE,39,W,NE,7,17,82,55,1023.1,1019.9,23.1,26.9,Yes,No
9.9,19,0.2,NA,0,N,NW,13,7,61,76,1022.2,1019.8,16.7,17.3,No,No
15.9,23.3,0,ESE,69,NNW,SE,2,26,68,62,1015.8,1014.6,20.7,22.6,No,Yes
15.7,22.9,0.6,ENE,33,S,NE,6,15,88,62,1030.2,1027.5,18.6,22.3,No,No
20.7,25.2,0,SSE,61,ESE,S,17,31,62,83,1017.1,1019.4,25.1,19.5,No,Yes
18.1,23.2,0,E,33,ENE,ENE,17,20,49,53,1024.3,1023.1,21.1,22.4,No,No
9.4,19.4,0,NA,0,W,NE,6,22,63,61,1021.4,1016.2,15.7,18.3,No,No
10.1,15.4,7.8,NA,0,W,E,11,9,95,85,1030,1028.1,10.7,14.2,Yes,Yes
17.3,27.5,0,NNE,43,ESE,E,6,20,60,52,1021.7,1018.7,23.3,27.3,No,No
9,17.3,52.8,W,48,SW,S,22,15,67,48,1010.2,1010.6,11.4,15.7,Yes,No
17.4,27.9,0,S,37,W,E,9,11,75,49,1010.1,1007.4,19,26.2,No,Yes
10.4,21.1,0,W,30,W,WNW,24,9,71,37,1023.1,1020.3,12.4,20.4,No,No
12,23.9,0.2,SE,44,W,ESE,13,24,65,54,1018.1,1016.3,17.6,20.7,No,No
12.7,17.9,1,NA,0,W,WNW,19,4,85,68,1019.7,1016.7,13.1,16.5,No,Yes
16.2,24.5,0.2,W,50,WSW,NW,24,6,30,20,1017.9,1017,19.1,22.9,No,No
20.9,22.5,0,NA,0,S,S,20,17,84,81,1011.9,1011.7,21.2,20.6,No,Yes
8.1,14.4,0,SSE,48,W,S,15,24,62,45,1025.4,1025.1,10.3,13.7,No,Yes
13.2,17.6,9.4,S,76,W,WSW,26,20,49,42,1008.5,1008.5,14.9,17.1,Yes,Yes
22.8,28.6,0.2,ENE,41,ENE,E,17,28,72,59,1023.6,1021,25.8,27.1,No,No
7.8,18.4,0,NA,0,WNW,E,15,15,68,55,0,1025.9,11.1,16.3,No,No
13.2,20.5,3.2,S,43,SSE,SE,24,20,52,38,1031.2,1031.8,16.2,19.6,Yes,No
12,16.1,3.2,SSW,52,SW,SW,20,22,89,84,1023.9,1021.7,12.5,14.9,Yes,Yes
20.7,29.8,0,NA,0,W,E,4,15,75,59,1018,1014.8,23.5,28.6,No,No
12.6,21.3,0,NA,0,WNW,E,11,11,86,67,1022.2,1019.6,15.2,19.3,No,No
21.7,27.9,0,NE,52,E,NE,13,30,56,44,1019.9,1016.8,25.2,27.6,No,No
9.1,18.9,0,NA,0,WNW,ENE,11,15,89,59,1028.9,1024.1,10.6,18.3,No,No
12.8,20.7,6.6,NA,0,W,W,7,28,96,37,1012.1,1012,14.5,20.5,Yes,No
10.5,21,0,NNE,41,N,NE,19,24,57,54,1021.9,1016.3,17.5,18.5,No,No
10.2,17.2,0,NA,0,W,WNW,15,28,68,34,1007.4,1004.4,12.1,16.8,No,No
10.2,16.9,0,NNE,52,W,N,17,17,91,80,1018.4,1014.1,12.4,15.2,No,Yes
12.5,22.3,0,W,30,WNW,ESE,13,17,55,63,1012.6,1007.9,18.4,20.6,No,Yes
17,22,0.2,NA,0,S,ESE,7,13,81,66,0,1023.8,18.5,20.8,No,No
10.8,20.4,0,SSE,30,SSE,E,19,15,75,60,1025.4,1022.9,17.2,19.1,No,No
8.1,17.2,0,NA,0,W,E,13,13,62,45,1020.4,1017.1,10.6,15,No,No
20.3,28.3,0,NE,44,NE,NE,17,26,51,45,1014.9,1012,24.7,27.2,No,No
17.5,26.4,0,NNE,31,WNW,ENE,13,17,78,66,1019.7,1017.5,20.5,24.6,No,No
16.7,24.1,0,ESE,44,SE,ESE,19,28,53,54,1018.6,1016.9,20.6,21.2,No,No
8.8,16.7,0,NA,0,WNW,W,20,30,44,33,1017,1015.2,12.8,16.7,No,No
19.2,24.8,0,ESE,31,S,ESE,6,19,83,59,1021.2,1020.3,20.8,23.3,No,No
19.8,24.1,3.6,NE,44,ESE,SE,6,13,80,74,1014.1,1014.7,22.4,22.4,Yes,Yes
15.2,24.9,0,SE,30,W,SE,17,15,72,63,1030.6,1028.1,17.7,22.3,No,No
17.1,23.7,8.6,S,59,S,SSE,17,28,69,49,1015.2,1017.5,18.8,22.2,Yes,No
12.3,20.2,5.2,SSW,28,SSE,S,13,13,80,59,1018.1,1017.8,16.3,18.9,Yes,No
13.6,18.7,0,SSE,31,S,ESE,15,17,68,62,1022.8,1021.1,16.8,16.6,No,No
13.4,19.8,13.2,SSE,56,S,SE,19,28,80,54,1025.3,1023.9,15.3,18.7,Yes,Yes
10.9,25.6,0,NA,0,W,ENE,9,20,57,34,1017.7,1012.6,18.4,22,No,No
15.5,24.9,0,NE,39,W,NE,7,20,56,52,1022.6,1018.9,21,24.1,No,No
10.3,19.6,0.2,NA,0,0,W,0,41,45,34,1011,1008.5,13.1,19.2,No,No
7.8,19.4,0,WSW,44,W,S,22,11,68,45,1016.2,1015.7,9.8,16.7,No,No
18.1,24.9,0,ENE,41,ENE,E,11,28,65,59,1021.8,1018.6,21.9,22.7,No,No
14.8,28.1,0,NE,44,W,NE,13,24,34,46,1011.1,1006.4,22.6,25.5,No,No
15.9,26.7,0,E,22,WNW,ESE,11,17,74,58,1024.1,1020.9,18.5,23.6,No,No
22.6,27.7,0,NA,0,E,E,13,24,73,66,1015.9,1016.1,25.6,26.6,No,No
20.8,28.8,1.2,ENE,39,W,ENE,11,24,71,59,1025.4,1022,24.3,28,Yes,No
12.1,25.8,0.2,SSW,50,WNW,E,13,17,36,32,1016.7,1013.7,18.1,23.7,No,No
8.4,20.5,0,W,33,W,ESE,22,17,50,36,1022.9,1020.9,12.2,18,No,No
16.5,28.3,0,NA,0,WNW,ESE,11,24,48,40,1007.9,1008,21.2,26.1,No,No
18.5,27.1,0,ENE,41,W,ENE,9,26,67,53,1020.4,1017.5,22.9,26.2,No,No
10.5,17.2,0.2,NA,0,W,SE,11,7,80,49,1020.9,1017.4,12.1,16.4,No,No
6.2,17.4,0,NA,0,W,W,19,22,64,37,1019.9,1016,9,16.9,No,No
13.6,20.6,0,W,50,NNW,W,22,31,55,36,1010.3,1007.3,16.9,19.4,No,No
8,18.2,0.2,NA,0,W,S,20,20,75,62,1032.6,1030.3,9.8,16.4,No,Yes
15.7,25.2,0,WSW,35,W,SSW,13,15,62,45,1015.4,1014,17.7,22.6,No,No
9.6,20.3,1.4,SW,39,W,WNW,22,4,90,49,1018.5,1015,11.2,18.5,Yes,No
15,24.8,22.4,SSW,37,W,SSE,19,20,72,53,1017.2,1016.5,18,24.2,Yes,No
15.9,21.4,9,NA,0,SSE,S,26,24,60,59,1020.7,1018.9,19.5,19.7,Yes,No
14.2,24.1,0,W,24,WNW,ESE,15,13,68,55,1024.4,1022.1,17.4,22.3,No,No
21.1,24.1,0,NA,0,ESE,E,9,13,55,52,1021.7,1021.4,22.4,23.8,No,No
9.9,18.3,0,NA,0,W,S,26,31,54,44,1011.9,1012,12.7,17,No,No
14.8,22.7,0.8,WSW,54,NNW,WSW,7,22,77,31,1014.7,1012.7,16.7,22.5,No,No
17.3,26,0,NE,46,WNW,ENE,9,19,67,64,1019.2,1012.4,19.7,21.8,No,No
18.2,22.3,6.8,NA,0,E,E,19,31,74,72,1014.3,1010.9,20.3,21.9,Yes,Yes
17.7,23.5,0.2,E,24,NNE,E,2,13,74,65,1011.5,1008,20.7,22.4,No,No
7.9,19.2,0,NA,0,W,E,20,13,63,46,1027.7,1022.7,10.2,17.3,No,No
14.5,15.5,13.2,S,48,SSW,SSW,22,17,86,85,1026.3,1024.8,15.3,14.9,Yes,Yes
19.1,23.8,0,ENE,37,ENE,NE,20,17,69,55,1016.7,1016,21.5,22.5,No,No
18.4,33.2,0,NA,0,W,W,13,19,67,19,1007.7,1005.6,22.5,32.3,No,No
19.2,27,0,NA,0,ENE,NE,13,22,65,57,1013.8,1010.6,24.3,26.1,No,Yes
17.7,20.2,12,NA,0,SSW,SSW,17,20,91,85,1016.2,1016.4,17.8,18.6,Yes,Yes
19.3,27,0,NA,0,N,E,15,24,78,70,1015,1008.6,20.9,24.1,No,No
6.1,16.6,0.2,WSW,50,WSW,S,31,20,47,41,1023.8,1022.4,9.5,15.6,No,No
10.4,21.2,0,N,30,NW,NNE,11,9,68,39,1021,1015.1,12.1,20.4,No,No
20.2,25.5,0,NA,0,ESE,E,19,13,60,51,1024.8,1023.1,22.6,25,No,No
9.6,13.8,53.4,W,39,W,WNW,17,11,91,77,1021.7,1017.9,10.2,13.1,Yes,Yes
14,15.3,27.4,SSE,24,WNW,SSE,11,15,96,94,1014.6,1010.6,14.2,15.2,Yes,Yes
18.2,24.4,0,NE,48,NE,NE,19,30,58,56,1019.3,1016.1,21.4,23.2,No,No
11.1,22.2,0,W,76,N,WNW,19,37,36,35,1007.7,1004.3,15.9,14.5,No,No
11.4,16.2,24.2,NA,0,NW,N,6,9,93,77,1019.1,1016,12.8,15.8,Yes,Yes
15.6,26.1,0,NA,0,NNW,N,20,22,51,28,1005.2,999.1,20.3,25.7,No,No
5,14.2,0,W,48,WNW,WNW,20,19,46,46,1014.5,1010.3,9.4,13,No,No
12.2,20.8,0,SSE,50,SSE,S,20,31,75,45,1024.6,1024.9,15.2,19.9,No,No
20.9,25,0,NE,43,NE,ENE,11,17,68,64,1018.6,1015.8,22.7,24.4,No,No
13.2,18.5,0,NA,0,WSW,SSE,11,26,39,42,1016.8,0,16.5,16.7,No,Yes
16.9,24.3,3,NA,0,SSW,SSE,15,19,81,51,1017.2,1016.5,18.4,23.3,Yes,No
11.8,17,18.8,NA,0,W,E,15,19,96,64,1031.6,1027.1,12.2,17,Yes,No
17.2,24.9,0,NA,0,WNW,E,6,13,82,65,1026,1023.7,20.5,24.2,No,No
22.6,27.7,0,ENE,30,NE,ENE,11,20,63,63,1020.5,1017.9,25.8,26.2,No,No
9.6,20.7,2.8,NA,0,W,W,17,7,67,47,1012.3,1010.3,12.3,20.4,Yes,No
16.9,23.7,0,E,39,SSE,ENE,11,26,54,52,1022.5,1020.5,20.8,22.1,No,No
16.1,26.8,0.4,NA,0,W,E,17,22,42,29,1011.7,1008.2,18.7,26.7,No,No
18.5,27.1,9.2,S,50,W,ENE,9,17,77,86,1014,1012.6,22.2,20.9,Yes,Yes
14.3,24,0,S,43,WNW,SE,15,26,64,46,1011.3,1009.4,19.3,22.7,No,Yes
18.7,26.1,6,ENE,35,ENE,E,20,20,59,61,1023.3,1021.1,23.9,25,Yes,No
17.3,24.1,14.2,ESE,31,W,E,6,13,93,58,1026.2,1024.8,19.7,22.7,Yes,Yes
9,18.5,0,NE,31,W,NE,9,19,0,0,1024.1,1019.9,12,17.8,No,No
18,25,3.4,SSE,61,SSW,S,19,35,81,59,1015.5,1015.9,19.6,23.4,Yes,No
12.8,18.6,0.2,W,61,W,W,17,37,42,27,1003.5,1001.7,14,17.9,No,No
20.4,25.3,0,E,33,E,E,17,22,73,69,1014.8,1011.4,22.5,24.7,No,Yes
19.4,22.9,3.8,NA,0,SE,SE,9,17,70,71,1017,1015.4,20.8,22,Yes,Yes
20.1,21.9,0.6,SSE,44,SSE,S,22,17,70,65,1019.9,1019.5,20.8,21.4,No,Yes
22,28.7,0,NA,0,ESE,ENE,2,13,81,78,1010.8,1009.1,24.3,25.2,No,Yes
8.5,20.2,0,W,35,W,SSE,24,20,56,41,1024.3,1021.9,12.1,19.1,No,No
14.6,20.7,0.4,ENE,44,S,ENE,4,33,67,59,1022.5,1019,17.8,19.6,No,No
20.3,33.5,0,ENE,43,E,E,6,9,59,40,1016.3,1011.6,26.2,31.4,No,No
13.5,26.5,0,WSW,35,WNW,WNW,15,13,68,31,1016.3,1011.7,16.7,26.1,No,No
11.1,21,0,SSW,46,W,SSE,19,19,66,65,1026.2,1024.3,14.2,18.2,No,Yes
18.3,24.4,0,SSE,50,SSW,S,20,17,60,52,1013.8,1011.8,20.8,23.9,No,No
8,19.5,0,NA,0,W,NE,13,15,73,55,1023.6,1019.2,11.2,17.6,No,No
15.2,23.9,32.2,WNW,57,N,NNW,22,28,73,42,1000.8,998.3,17.7,23.2,Yes,No
7,16.8,0,NA,0,W,ESE,17,19,66,44,1022.7,1019.1,12.4,16.6,No,No
16.1,27.3,0,NA,0,WNW,E,19,19,70,51,1019.8,1015.5,19.3,23.7,No,No
24,33.7,0,ENE,43,N,ENE,7,28,72,73,1014.7,1011.1,27.3,27.8,No,No
18.6,26.2,6.4,NA,0,NNE,NNE,9,24,64,58,1020.1,1015.2,23.5,25.6,Yes,No
16.4,20.8,12.6,NA,0,SSW,W,19,9,92,91,1006.4,1007.6,17.1,16.5,Yes,Yes
10.6,17.4,27.2,SSE,48,WSW,SE,11,22,93,71,1013.7,1012.7,13.4,16.4,Yes,Yes
17,32.9,28.2,NA,0,N,W,24,37,82,25,995,990.3,24.5,32.5,Yes,No
18,34.3,0,NW,44,ESE,NNW,7,28,53,21,1013.7,1007.7,24.8,33.8,No,No
20.1,25.1,5,NA,0,0,ENE,0,24,92,73,1021.1,1016.9,21.4,24.4,Yes,Yes
16.6,24.6,0,ENE,37,SSW,E,7,26,35,63,1017.2,1015.8,22.6,21.8,No,No
13.8,23.2,1.2,NA,0,WNW,NE,15,15,78,66,1017.1,1013,15.9,20.9,Yes,No
21.3,29.5,0,E,44,0,ENE,0,24,73,62,1013.6,1010.4,25.9,28,No,No
9.7,17.3,0,NA,0,W,SSW,22,22,61,54,1023.2,1024,11.4,16.3,No,No
11.6,20.5,0.2,NA,0,W,SE,19,17,91,74,1029.3,1027,14.3,18.7,No,Yes
7.3,15.7,0,W,63,W,WSW,20,26,41,28,1025,1024.5,10.2,15.2,No,No
20.6,24.3,17.8,SSE,35,S,S,13,11,68,62,1020.5,1018,21.7,23.3,Yes,No
7,15,0,W,39,W,W,13,24,71,38,1017.7,1013.2,8.6,14,No,No
9.5,20,0,W,28,W,SE,20,13,52,46,1027.7,1027.2,14.2,17.6,No,No
19.9,20.5,0.2,SSE,43,SSE,SSE,26,19,59,54,1023.2,1022.3,20.1,19.9,No,No
16.9,23.9,0,S,57,S,SSE,19,28,60,51,1020.3,1019,19.6,21,No,No
10.9,21.1,0.4,NA,0,W,ENE,20,13,81,58,1025.9,1022.6,12.9,19.5,No,No
15.1,28,5,NNE,35,W,ENE,15,26,47,25,1016.9,1015,19.4,27.5,Yes,No
8.7,14.9,4,SSW,44,W,SSW,17,24,75,72,1031,1030.1,10.7,13.6,Yes,Yes
18.8,31.1,0,ENE,41,NE,ENE,6,24,56,57,1014.3,1008.7,24.8,26,No,No
17.4,24.4,0,WSW,56,W,SSE,33,28,40,52,1002,1004.5,20.5,20.3,No,No
10.8,22.7,0,W,31,W,ESE,24,13,60,51,1020.8,1018.2,14,21.2,No,No
12.6,22.4,0,ENE,37,WNW,E,13,28,57,43,1028.1,1024.4,17.6,21.3,No,No
18.9,20.4,33,ESE,37,ESE,E,20,13,96,93,1013.3,1012.5,19.2,20.2,Yes,Yes
17.3,24.4,0,NA,0,S,SSE,26,30,69,61,1015.6,1015.6,21.8,22.5,No,No
17.9,25.4,0,SSE,44,WSW,S,13,28,78,38,1011.4,1010.8,18.3,24.4,No,Yes
16.4,23.3,0,SSW,61,SW,S,6,35,57,69,1008.1,1009.1,20.8,20,No,Yes
8.9,15.9,8,W,24,W,SSE,17,13,84,71,1033.5,1031.6,10.3,14.8,Yes,No
18.1,19.7,0,NA,0,S,SSE,30,20,70,60,1021.8,1021.3,18.5,18.4,No,No
13.1,19.7,0,NNW,33,W,NNW,17,11,85,46,1031.3,1027.1,13.8,19,No,No
20.7,26.6,0.2,ENE,37,ESE,NE,2,17,71,52,1015.8,1013.4,24.2,25.5,No,No
9.7,15.6,32,NA,0,WNW,S,19,9,96,83,1029.6,1027.9,10.7,13.9,Yes,Yes
18.9,24.7,0,E,26,NW,E,4,13,77,68,1013,1009.9,20.6,23.9,No,No
13,23.7,0,NE,54,W,NE,13,31,55,51,1025,1019.7,19.4,22,No,No
9,18.5,0,W,26,W,ESE,19,9,89,66,1026.1,1020.8,10.5,16.8,No,Yes
14.3,23.3,29.6,SW,43,W,S,20,22,69,57,1019.8,1017.3,17.7,21.9,Yes,No
10.4,21,0.2,NA,0,W,E,7,19,54,41,1022.9,1020.8,15,19,No,No
19.8,29,0,NA,0,W,E,15,15,64,68,1021,1019.5,22.8,26.5,No,No
19.6,26.8,3.2,NNE,46,E,NE,6,20,59,69,1011,1007.9,25.1,23.6,Yes,Yes
19.6,25.7,6.2,SSE,57,SSW,S,20,35,82,60,1010.3,1010.9,20.9,24.9,Yes,No
18.7,26.6,21,SW,43,SSW,ESE,13,24,82,51,1012.3,1010.5,21.5,25.2,Yes,Yes
18.6,27.9,0,NA,0,NNW,WNW,15,20,58,33,1007.9,1006,24.5,27.7,No,No
17.1,26.5,0,SSE,52,WNW,SE,11,30,60,52,1011.9,1010.8,22.4,25.4,No,No
19.1,26.3,0,SSE,37,SE,E,9,19,50,60,1015.9,1011.5,23.6,23.4,No,No
7.1,17.7,0,WSW,44,W,WSW,17,19,60,42,1019.9,1018.5,11,15.9,No,No
8.6,19.2,0,WSW,54,W,WSW,13,28,65,37,1019.6,1017.7,11.4,19,No,No
15,25.1,0,W,19,WNW,E,11,13,89,59,1008,1004.4,17.3,23.9,No,No
10.2,22.2,0,NNW,30,W,N,13,11,81,42,1025.5,1019.3,12.9,21.2,No,No
12.7,22.1,0,ENE,31,WNW,NE,9,20,76,55,1027.2,1023.2,15.5,21.4,No,No
21.5,27.9,0,SSE,48,SSW,SE,17,31,36,51,1009.1,1008.8,25.3,25.6,No,No
8.1,19.1,0,NNE,28,W,NE,17,11,73,52,1023.1,1017.9,11,18.8,No,No
19.4,28.9,0.6,W,63,W,NNE,9,24,78,63,1014.4,1008.8,23.3,27,No,Yes
16.9,35,0.2,NA,0,N,WNW,17,26,53,24,1010,1005.3,25.6,34.6,No,No
14,23.8,0,NA,0,W,E,11,9,79,59,1018.6,1016,17.6,22.2,No,No
19.5,27.4,0,NA,0,W,E,6,24,74,58,1012.3,1008.4,24,27.4,No,No
22.9,31.4,0,SSE,46,ESE,E,11,15,85,73,1011.5,1010.2,25.8,27.7,No,No
20.5,25.7,0,NA,0,E,E,9,19,70,60,1010.7,1010.8,23.1,24.8,No,No
10.4,18.2,0,NA,0,W,ENE,13,26,53,58,1018.9,1014,14.4,17.7,No,No
17.9,26.2,0,WNW,57,ESE,ENE,11,13,60,69,1007.6,1005.7,22.5,21.5,No,Yes
10.7,22.2,0,WNW,41,WNW,WNW,17,15,47,31,1018.8,1017.9,15.1,21.1,No,No
7.4,20.2,0,W,37,W,SSE,28,13,67,36,1027.6,1025.2,9.6,19.2,No,No
8.2,19.8,1.2,NA,0,W,SSW,15,7,79,40,1013.1,1010.6,10.2,18.4,Yes,No
18.2,26.3,0.2,S,48,WSW,E,7,22,65,65,1012.4,1008.7,21.1,23.8,No,No
21.9,27.8,0,NE,48,NNE,ENE,19,31,59,56,1019,1017.6,25.7,26.1,No,No
8.5,18.1,0,SSW,41,W,SSW,24,20,61,50,1032.7,1030.8,10.7,16.4,No,No
14.1,22.7,1.2,NNE,57,NNW,W,26,31,54,31,1012.7,1010.9,17.9,21.8,Yes,No
14.2,21.3,0,W,41,W,SE,20,13,60,31,1013.8,1011.1,14.2,20,No,No
10.6,17.9,0,ESE,24,W,ENE,13,11,85,62,1021.9,1018.7,12.8,17.5,No,No
10.4,21.2,0,W,33,W,E,22,6,54,29,1017.8,1013.5,12.9,20.8,No,No
19.4,27.3,0,NE,44,SE,NE,2,26,59,53,1018.1,1016.3,24.3,25.9,No,No
5.5,17.3,0,NA,0,W,SSE,24,22,63,47,1029.6,1027.9,9.8,16.6,No,No
21.4,27.3,23.4,NA,0,E,E,26,26,90,66,1014.9,1014.3,22,27.2,Yes,Yes
18.7,25.2,0,NE,52,ENE,NE,13,28,57,55,1017.4,1014.1,23.6,23,No,No
9.1,16.4,0,NA,0,W,ENE,13,13,94,58,1022.6,1018.6,10.3,15.8,No,No
23.9,33.3,0,NNE,30,W,ENE,9,20,58,34,1003.6,1001.7,27.3,32.1,No,No
21.2,26.3,0.4,S,56,SSW,SSE,26,28,71,54,1009.9,1011.8,22.1,24.8,No,Yes
8.7,16.7,0,NA,0,W,SSW,15,7,67,53,1017.8,1016,11.1,15,No,No
17.5,22,0.6,NA,0,SSW,SSE,19,31,76,56,1017.5,1018.7,18.9,21.4,No,Yes
9.9,16.1,76.4,SE,41,W,SW,20,15,96,96,1022.5,1020.4,11.8,13,Yes,Yes
15.6,22.7,7.8,W,22,W,E,13,13,94,69,1023.3,1019.6,17.5,20.4,Yes,No
9.5,17.7,0.2,W,61,WNW,WSW,22,31,54,47,1004,1003,12.9,15.9,No,Yes
16.1,27.7,0,W,24,W,ENE,17,13,72,54,1013.9,1010.9,19,25.2,No,No
21.9,24.4,0,NA,0,0,E,0,11,85,68,1013.3,1013.2,22.5,23.6,No,Yes
6.9,16.4,0,NA,0,W,SSE,17,15,45,35,1021.9,1021.8,10.4,15.5,No,No
15.3,23.6,19.8,SSE,31,W,SSE,17,20,80,51,1023.8,1020.9,17.3,22.6,Yes,No
13.3,21.7,4.8,W,72,W,W,41,41,42,32,997.6,1000.7,16.7,21.3,Yes,No
17.3,32.2,0,NA,0,NNW,E,20,13,24,17,1019.6,1015.5,25.2,31.9,No,No
8.5,17.1,0,NA,0,W,W,15,30,59,34,1012.5,1011.1,10.1,16.7,No,No
15.2,26.9,0,WSW,39,W,WSW,13,9,75,30,1020,1017.4,18.2,26.2,No,No
9.7,20.1,0,WSW,37,W,E,20,17,54,43,1020.3,1019.1,13.4,16.9,No,No
8.5,19.8,0,N,20,WNW,N,11,9,83,48,1022.5,1019.2,10.9,19.7,No,No
17.1,22.8,0,NA,0,W,NE,9,20,72,67,1020.1,1014.4,19.1,21.5,No,No
20.5,28.4,0,ENE,31,NE,E,13,26,64,55,1016.3,1015.2,25,26.7,No,No
8.9,18.4,0,W,24,W,NE,11,15,88,60,1028.4,1025.4,10.7,17.5,No,No
12,21.8,4,WSW,41,WSW,E,20,19,41,44,1013,1009,16.5,18.9,Yes,No
8.5,21.5,0,NA,0,WNW,E,19,15,78,51,1023.4,1019.3,11.1,18.7,No,No
9.3,19,0,NA,0,W,WNW,17,7,71,45,1014.1,1010.1,11.6,18.7,No,No
14.5,32.2,0,WNW,37,W,WNW,9,11,39,16,1018.8,1013.1,23.9,31.9,No,No
